source,target
-1.00124E+12,421739531
-1.00124E+12,819255799
-1.00124E+12,762656854
-1.00124E+12,1060842617
-1.00124E+12,564549458
-1.00124E+12,1231372014
-1.00124E+12,2081768509
-1.00124E+12,5185876433
-1.00124E+12,2080051806
-1.00124E+12,610710610
-1.00124E+12,2036781735
-1.00124E+12,629351775
-1.00124E+12,412954869
-1.00124E+12,350398166
-1.00124E+12,636667525
-1.00124E+12,1323219415
-1.00124E+12,2049339156
-1.00124E+12,1105682082
-1.00124E+12,1240340284
-1.00124E+12,473067232
-1.00124E+12,911864967
-1.00124E+12,485358716
-1.00124E+12,1740006176
-1.00124E+12,427914477
-1.00124E+12,5075032675
-1.00124E+12,849755412
-1.00124E+12,335823608
-1.00124E+12,1138021244
-1.00124E+12,5044377194
-1.00124E+12,1516173766
-1.00124E+12,1072038706
-1.00124E+12,443905764
-1.00124E+12,701866649
-1.00124E+12,642177688
-1.00124E+12,638676624
-1.00124E+12,748960170
-1.00124E+12,437211304
-1.00124E+12,1830812673
-1.00124E+12,904043135
-1.00124E+12,804727933
-1.00124E+12,1158822817
-1.00124E+12,493062458
-1.00124E+12,999275075
-1.00124E+12,1287671001
-1.00124E+12,364556780
-1.00124E+12,497492565
-1.00124E+12,1594433720
-1.00124E+12,5029682846
-1.00124E+12,532246911
-1.00124E+12,638999905
-1.00124E+12,695922745
-1.00124E+12,1806359279
-1.00124E+12,544502423
-1.00124E+12,413906828
-1.00124E+12,842305866
-1.00124E+12,1722022666
-1.00124E+12,1803869932
-1.00124E+12,468993334
-1.00124E+12,537958278
-1.00124E+12,568171720
-1.00124E+12,5209330188
-1.00124E+12,439427828
-1.00124E+12,787722659
-1.00124E+12,284301615
-1.00124E+12,751814823
-1.00124E+12,649844425
-1.00124E+12,5080699486
-1.00124E+12,434811596
-1.00124E+12,822478627
-1.00124E+12,574196506
-1.00124E+12,344400639
-1.00124E+12,637110228
-1.00124E+12,1729583849
-1.00124E+12,2005005569
-1.00124E+12,1814759334
-1.00124E+12,405229518
-1.00124E+12,778075246
-1.00124E+12,724607353
-1.00124E+12,1851385795
-1.00124E+12,452741056
-1.00124E+12,508400610
-1.00124E+12,385645264
-1.00124E+12,2102678885
-1.00124E+12,1363566984
-1.00124E+12,839974989
-1.00124E+12,1123515767
-1.00124E+12,2022367318
-1.00124E+12,498070286
-1.00124E+12,783922012
-1.00124E+12,497365371
-1.00124E+12,5087881036
-1.00124E+12,968799336
-1.00124E+12,1110102455
-1.00124E+12,5270513928
-1.00124E+12,414987264
-1.00124E+12,308873309
-1.00124E+12,1677068107
-1.00124E+12,456847793
-1.00124E+12,692262827
-1.00124E+12,1057495554
-1.00124E+12,1509335347
-1.00124E+12,676637736
-1.00124E+12,420420511
-1.00124E+12,537277709
-1.00124E+12,621258387
-1.00124E+12,2113005492
-1.00124E+12,387060429
-1.00124E+12,1547995519
-1.00124E+12,2057393469
-1.00124E+12,1274557623
-1.00124E+12,1948192524
-1.00124E+12,1816453653
-1.00124E+12,927042282
-1.00124E+12,934272126
-1.00124E+12,387912458
-1.00124E+12,338758254
-1.00124E+12,729376322
-1.00124E+12,801148857
-1.00124E+12,5022408181
-1.00124E+12,530204335
-1.00124E+12,1568244389
-1.00124E+12,350824195
-1.00124E+12,5265953298
-1.00124E+12,953514396
-1.00124E+12,1343937739
-1.00124E+12,1011164090
-1.00124E+12,1657464277
-1.00124E+12,888599303
-1.00124E+12,2038763344
-1.00124E+12,1875070312
-1.00124E+12,461301740
-1.00124E+12,402023300
-1.00124E+12,1158548165
-1.00124E+12,678669362
-1.00124E+12,5001573270
-1.00124E+12,711736635
-1.00124E+12,596472106
-1.00124E+12,987552902
-1.00124E+12,886048926
-1.00124E+12,5065445460
-1.00124E+12,1842500367
-1.00124E+12,1519995697
-1.00124E+12,629706748
-1.00124E+12,630588751
-1.00124E+12,1675170973
-1.00124E+12,951576397
-1.00124E+12,793893481
-1.00124E+12,1742626610
-1.00124E+12,419414486
-1.00124E+12,356783422
-1.00124E+12,367017439
-1.00124E+12,823077846
-1.00124E+12,570973351
-1.00124E+12,667990400
-1.00124E+12,764784751
-1.00124E+12,1408666851
-1.00124E+12,1028020769
-1.00124E+12,815464830
-1.00124E+12,1242802282
-1.00124E+12,1859438898
-1.00124E+12,5129641503
-1.00124E+12,861860044
-1.00124E+12,610348667
-1.00124E+12,1601962613
-1.00124E+12,1625110139
-1.00124E+12,5023176659
-1.00124E+12,282787310
-1.00124E+12,5048260785
-1.00124E+12,338531283
-1.00124E+12,391424513
-1.00124E+12,399053153
-1.00124E+12,1887329157
-1.00124E+12,352230070
-1.00124E+12,284017067
-1.00124E+12,383740173
-1.00124E+12,368786701
-1.00124E+12,298237368
-1.00124E+12,895801173
-1.00124E+12,396999975
-1.00124E+12,539014147
-1.00124E+12,664266553
-1.00124E+12,1070453502
-1.00124E+12,1689130276
-1.00124E+12,624947823
-1.00124E+12,668593626
-1.00124E+12,1197436586
-1.00124E+12,487212990
-1.00124E+12,651560354
-1.00124E+12,399061517
-1.00124E+12,1742150631
-1.00124E+12,588915537
-1.00124E+12,824908085
-1.00124E+12,598932298
-1.00124E+12,833961503
-1.00124E+12,913731870
-1.00124E+12,434844003
-1.00124E+12,1088633090
-1.00124E+12,552680876
-1.00124E+12,780698370
-1.00124E+12,1850112778
-1.00124E+12,414490374
-1.00124E+12,384835182
-1.00124E+12,1797552226
-1.00124E+12,562476457
-1.00124E+12,5118058803
-1.00124E+12,1091098308
-1.00124E+12,1337873732
-1.00124E+12,801306444
-1.00124E+12,676580947
-1.00124E+12,687655965
-1.00124E+12,384128737
-1.00124E+12,1795616923
-1.00124E+12,461096859
-1.00124E+12,733022904
-1.00124E+12,550897250
-1.00124E+12,431447564
-1.00124E+12,623477787
-1.00124E+12,1486421781
-1.00124E+12,574151573
-1.00124E+12,1937106161
-1.00124E+12,414820029
-1.00124E+12,728990870
-1.00124E+12,1122823905
-1.00124E+12,1267210910
-1.00124E+12,1630632429
-1.00124E+12,480467734
-1.00124E+12,607768241
-1.00124E+12,5095299269
-1.00124E+12,1314298178
-1.00124E+12,527555423
-1.00124E+12,815328563
-1.00124E+12,1382819207
-1.00124E+12,330771886
-1.00124E+12,783652458
-1.00124E+12,2096352529
-1.00124E+12,746746632
-1.00124E+12,457441219
-1.00124E+12,702500069
-1.00124E+12,1943111247
-1.00124E+12,604323716
-1.00124E+12,800830145
-1.00124E+12,1068007167
-1.00124E+12,1030459509
-1.00124E+12,970920336
-1.00124E+12,761202313
-1.00124E+12,457530505
-1.00124E+12,577782547
-1.00124E+12,5097889458
-1.00124E+12,409833649
-1.00124E+12,1392685690
-1.00124E+12,1661262742
-1.00124E+12,690984960
-1.00124E+12,5159284064
-1.00124E+12,580658684
-1.00124E+12,642160969
-1.00124E+12,559509498
-1.00124E+12,1090138080
-1.00124E+12,619005098
-1.00124E+12,1133173088
-1.00124E+12,1998155821
-1.00124E+12,557062137
-1.00124E+12,859362714
-1.00124E+12,1843398225
-1.00124E+12,1456370016
-1.00124E+12,189356581
-1.00124E+12,406022684
-1.00124E+12,937796871
-1.00124E+12,1011311602
-1.00124E+12,411976218
-1.00124E+12,2115223430
-1.00124E+12,956872803
-1.00124E+12,1784319962
-1.00124E+12,1827101451
-1.00124E+12,423304651
-1.00124E+12,588255497
-1.00124E+12,367978287
-1.00124E+12,776733047
-1.00124E+12,492985095
-1.00124E+12,945241075
-1.00124E+12,826643620
-1.00124E+12,1029549119
-1.00124E+12,451456581
-1.00124E+12,1681134569
-1.00124E+12,506141023
-1.00124E+12,902466813
-1.00124E+12,1634852938
-1.00124E+12,2004259435
-1.00124E+12,930902908
-1.00124E+12,874804058
-1.00124E+12,1892848920
-1.00124E+12,474386020
-1.00124E+12,1031817598
-1.00124E+12,315009709
-1.00124E+12,761364368
-1.00124E+12,509273110
-1.00124E+12,1037217614
-1.00124E+12,1917912042
-1.00124E+12,587905394
-1.00124E+12,619508185
-1.00124E+12,2116327728
-1.00124E+12,335286083
-1.00124E+12,339076494
-1.00124E+12,1368144756
-1.00124E+12,1934386916
-1.00124E+12,612847906
-1.00124E+12,453419394
-1.00124E+12,769658745
-1.00124E+12,1326874350
-1.00124E+12,688995677
-1.00124E+12,594418865
-1.00124E+12,473168667
-1.00124E+12,656951328
-1.00124E+12,396493911
-1.00124E+12,635858132
-1.00124E+12,461285299
-1.00124E+12,1036614501
-1.00124E+12,396258697
-1.00124E+12,869531281
-1.00124E+12,595088841
-1.00124E+12,1670208238
-1.00124E+12,469063287
-1.00124E+12,627509064
-1.00124E+12,2085664444
-1.00124E+12,463996182
-1.00124E+12,505249846
-1.00124E+12,1626631631
-1.00124E+12,1324416081
-1.00124E+12,1788503949
-1.00124E+12,1491429888
-1.00124E+12,653124811
-1.00124E+12,794358887
-1.00124E+12,407748082
-1.00124E+12,827928661
-1.00124E+12,1398232406
-1.00124E+12,1369794399
-1.00124E+12,421861601
-1.00124E+12,613785024
-1.00124E+12,2018909551
-1.00124E+12,1170122957
-1.00124E+12,395945917
-1.00124E+12,545453723
-1.00124E+12,1269243421
-1.00124E+12,476523934
-1.00124E+12,1526605382
-1.00124E+12,1872699767
-1.00124E+12,733360837
-1.00124E+12,5159835104
-1.00124E+12,404382100
-1.00124E+12,653846273
-1.00124E+12,1764649089
-1.00124E+12,1961460710
-1.00124E+12,577274107
-1.00124E+12,1936263880
-1.00124E+12,522763961
-1.00124E+12,1512460506
-1.00124E+12,406511376
-1.00124E+12,5091269299
-1.00124E+12,1842282070
-1.00124E+12,1310405175
-1.00124E+12,680046759
-1.00124E+12,1375127026
-1.00124E+12,5005681285
-1.00124E+12,1609485529
-1.00124E+12,1470180541
-1.00124E+12,805049465
-1.00124E+12,586566494
-1.00124E+12,486347157
-1.00124E+12,667253912
-1.00124E+12,5291203016
-1.00124E+12,2078044686
-1.00124E+12,636196733
-1.00124E+12,505676098
-1.00124E+12,756269568
-1.00124E+12,836786123
-1.00124E+12,357771421
-1.00124E+12,782597469
-1.00124E+12,1222855638
-1.00124E+12,726722995
-1.00124E+12,697743654
-1.00124E+12,440836208
-1.00124E+12,932108140
-1.00124E+12,370814345
-1.00124E+12,695083612
-1.00124E+12,1342265180
-1.00124E+12,797156951
-1.00124E+12,967732567
-1.00124E+12,754091149
-1.00124E+12,762724855
-1.00124E+12,480261653
-1.00124E+12,694452363
-1.00124E+12,1509306171
-1.00124E+12,1435402628
-1.00124E+12,899483424
-1.00124E+12,536451315
-1.00124E+12,571709413
-1.00124E+12,1394603068
-1.00124E+12,2138969355
-1.00124E+12,536205808
-1.00124E+12,1060356140
-1.00124E+12,436699823
-1.00124E+12,625460512
-1.00124E+12,999236154
-1.00124E+12,1621238708
-1.00124E+12,1939947333
-1.00124E+12,483014429
-1.00124E+12,417657920
-1.00124E+12,1313684781
-1.00124E+12,1080903801
-1.00124E+12,1334835717
-1.00124E+12,1077193742
-1.00124E+12,5021585739
-1.00124E+12,1858406610
-1.00124E+12,798650550
-1.00124E+12,500004242
-1.00124E+12,678960345
-1.00124E+12,5065544610
-1.00124E+12,1483662247
-1.00124E+12,379657803
-1.00124E+12,985933732
-1.00124E+12,763027073
-1.00124E+12,451842360
-1.00124E+12,863449076
-1.00124E+12,1580684061
-1.00124E+12,398524839
-1.00124E+12,977413181
-1.00124E+12,1165433632
-1.00124E+12,2131731842
-1.00124E+12,1906061165
-1.00124E+12,324920638
-1.00124E+12,5098736124
-1.00124E+12,2136279641
-1.00124E+12,5032034515
-1.00124E+12,5020790249
-1.00124E+12,1933407542
-1.00124E+12,796220582
-1.00124E+12,1875735356
-1.00124E+12,1054442004
-1.00124E+12,1100642768
-1.00124E+12,791663965
-1.00124E+12,1027945160
-1.00124E+12,403106504
-1.00124E+12,5063788391
-1.00124E+12,246767266
-1.00124E+12,1286819993
-1.00124E+12,385855400
-1.00124E+12,799334796
-1.00124E+12,426560358
-1.00124E+12,5055936056
-1.00124E+12,944106849
-1.00124E+12,1626327779
-1.00124E+12,613457728
-1.00124E+12,401183982
-1.00124E+12,2018211119
-1.00124E+12,1566693918
-1.00124E+12,1239915173
-1.00124E+12,915049584
-1.00124E+12,670188870
-1.00124E+12,840300456
-1.00124E+12,329049616
-1.00124E+12,358317790
-1.00124E+12,594313718
-1.00124E+12,694931024
-1.00124E+12,1606161771
-1.00124E+12,530267022
-1.00124E+12,1041440487
-1.00124E+12,767687416
-1.00124E+12,2139761390
-1.00124E+12,593533171
-1.00124E+12,638148386
-1.00124E+12,386021288
-1.00124E+12,1241791180
-1.00124E+12,1611335719
-1.00124E+12,322472725
-1.00124E+12,529664174
-1.00124E+12,1679553150
-1.00124E+12,1512263330
-1.00124E+12,631366727
-1.00124E+12,2003311244
-1.00124E+12,5083017032
-1.00124E+12,376250046
-1.00124E+12,415136612
-1.00124E+12,5087635460
-1.00124E+12,923102345
-1.00124E+12,553108133
-1.00124E+12,772931970
-1.00124E+12,1065136845
-1.00124E+12,741096412
-1.00124E+12,609754897
-1.00124E+12,707084737
-1.00124E+12,1381082302
-1.00124E+12,373941949
-1.00124E+12,5051531894
-1.00124E+12,706418168
-1.00124E+12,427477821
-1.00124E+12,1597347604
-1.00124E+12,272801818
-1.00124E+12,471415043
-1.00124E+12,1210453832
-1.00124E+12,5079558147
-1.00124E+12,565459330
-1.00124E+12,1061237277
-1.00124E+12,1158647803
-1.00124E+12,776119449
-1.00124E+12,797655734
-1.00124E+12,969121342
-1.00124E+12,721919024
-1.00124E+12,1350420410
-1.00124E+12,725036036
-1.00124E+12,774844037
-1.00124E+12,1603430327
-1.00124E+12,1044408115
-1.00124E+12,825049309
-1.00124E+12,382982478
-1.00124E+12,658789522
-1.00124E+12,1700424075
-1.00124E+12,525152382
-1.00124E+12,601401414
-1.00124E+12,1141145770
-1.00124E+12,712391331
-1.00124E+12,669113933
-1.00124E+12,1493248937
-1.00124E+12,5048761206
-1.00124E+12,724791140
-1.00124E+12,1195428395
-1.00124E+12,1230277188
-1.00124E+12,356814773
-1.00124E+12,1147249512
-1.00124E+12,721285403
-1.00124E+12,1093875826
-1.00124E+12,941059905
-1.00124E+12,382773674
-1.00124E+12,1829909928
-1.00124E+12,600602800
-1.00124E+12,1350316195
-1.00124E+12,507305392
-1.00124E+12,550781705
-1.00124E+12,377513626
-1.00124E+12,1590370522
-1.00124E+12,452259977
-1.00124E+12,529399515
-1.00124E+12,795042983
-1.00124E+12,620998146
-1.00124E+12,756362025
-1.00124E+12,648744650
-1.00124E+12,442446683
-1.00124E+12,704233604
-1.00124E+12,2070354960
-1.00124E+12,1482274311
-1.00124E+12,1772986336
-1.00124E+12,1504017826
-1.00124E+12,768716567
-1.00124E+12,1488120271
-1.00124E+12,893424118
-1.00124E+12,870957456
-1.00124E+12,753035045
-1.00124E+12,625722195
-1.00124E+12,1215387512
-1.00124E+12,5021264435
-1.00124E+12,5081719607
-1.00124E+12,5031439581
-1.00124E+12,789898657
-1.00124E+12,2002390571
-1.00124E+12,430716913
-1.00124E+12,456006279
-1.00124E+12,1679407407
-1.00124E+12,1283532918
-1.00124E+12,869467025
-1.00124E+12,502046917
-1.00124E+12,1515306988
-1.00124E+12,799770240
-1.00124E+12,5044363898
-1.00124E+12,5071325060
-1.00124E+12,1690276102
-1.00124E+12,1161608289
-1.00124E+12,479688205
-1.00124E+12,840222149
-1.00124E+12,1857619787
-1.00124E+12,629358591
-1.00124E+12,2106731475
-1.00124E+12,865991522
-1.00124E+12,675076051
-1.00124E+12,1475462924
-1.00124E+12,1343335906
-1.00124E+12,681862741
-1.00124E+12,1108771782
-1.00124E+12,428053134
-1.00124E+12,1684006238
-1.00124E+12,1352662100
-1.00124E+12,457434563
-1.00124E+12,989070324
-1.00124E+12,922463371
-1.00124E+12,776448195
-1.00124E+12,795728467
-1.00124E+12,341692980
-1.00124E+12,1138886162
-1.00124E+12,1004110214
-1.00124E+12,1752600092
-1.00124E+12,1367780640
-1.00124E+12,1821786954
-1.00124E+12,660256975
-1.00124E+12,1055886807
-1.00124E+12,956419225
-1.00124E+12,1552836874
-1.00124E+12,529361210
-1.00124E+12,391142834
-1.00124E+12,5065723283
-1.00124E+12,337826720
-1.00124E+12,5095200149
-1.00124E+12,778760265
-1.00124E+12,1634202226
-1.00124E+12,381770177
-1.00124E+12,553504517
-1.00124E+12,633690585
-1.00124E+12,865784166
-1.00124E+12,496998277
-1.00124E+12,837821664
-1.00124E+12,640159369
-1.00124E+12,740678876
-1.00124E+12,891718219
-1.00124E+12,655931935
-1.00124E+12,2045393619
-1.00124E+12,1823301955
-1.00124E+12,456456489
-1.00124E+12,723295533
-1.00124E+12,448519315
-1.00124E+12,458288361
-1.00124E+12,687450686
-1.00124E+12,351145187
-1.00124E+12,5043850524
-1.00124E+12,409319656
-1.00124E+12,744234208
-1.00124E+12,434660014
-1.00124E+12,2031826711
-1.00124E+12,712226985
-1.00124E+12,378496598
-1.00124E+12,583728295
-1.00124E+12,1885673798
-1.00124E+12,2133671071
-1.00124E+12,1922170837
-1.00124E+12,1545504823
-1.00124E+12,364304752
-1.00124E+12,390179808
-1.00124E+12,2007637851
-1.00124E+12,759076800
-1.00124E+12,1797399004
-1.00124E+12,1225156546
-1.00124E+12,462036260
-1.00124E+12,1759214202
-1.00124E+12,1967069631
-1.00124E+12,491901339
-1.00124E+12,1991886151
-1.00124E+12,1841439174
-1.00124E+12,864761602
-1.00124E+12,797308622
-1.00124E+12,364364234
-1.00124E+12,306249378
-1.00124E+12,1473795398
-1.00124E+12,674500986
-1.00124E+12,806250583
-1.00124E+12,359719913
-1.00124E+12,434761435
-1.00124E+12,566003171
-1.00124E+12,492072202
-1.00124E+12,543182658
-1.00124E+12,335367255
-1.00124E+12,651204865
-1.00124E+12,332287016
-1.00124E+12,876780408
-1.00124E+12,1710117407
-1.00124E+12,1062649435
-1.00124E+12,415977538
-1.00124E+12,423139775
-1.00124E+12,785051543
-1.00124E+12,516529078
-1.00124E+12,2017064393
-1.00124E+12,2129214517
-1.00124E+12,654536470
-1.00124E+12,1975026844
-1.00124E+12,1016636807
-1.00124E+12,410300595
-1.00124E+12,1494811978
-1.00124E+12,886552241
-1.00124E+12,439297072
-1.00124E+12,443863441
-1.00124E+12,1276622426
-1.00124E+12,1898484421
-1.00124E+12,5081496520
-1.00124E+12,286514463
-1.00124E+12,418340572
-1.00124E+12,1892869206
-1.00124E+12,2034456071
-1.00124E+12,1679378503
-1.00124E+12,1080763445
-1.00124E+12,1451006488
-1.00124E+12,1497645412
-1.00124E+12,857016522
-1.00124E+12,1438091511
-1.00124E+12,859023484
-1.00124E+12,1778640948
-1.00124E+12,536632042
-1.00124E+12,903197171
-1.00124E+12,359358847
-1.00124E+12,1457620476
-1.00124E+12,1841407781
-1.00124E+12,1934352704
-1.00124E+12,443622580
-1.00124E+12,452836399
-1.00124E+12,1236745438
-1.00124E+12,1752506571
-1.00124E+12,425953823
-1.00124E+12,935962216
-1.00124E+12,481027399
-1.00124E+12,1721068713
-1.00124E+12,1858914370
-1.00124E+12,336161159
-1.00124E+12,375769342
-1.00124E+12,435606907
-1.00124E+12,1687665392
-1.00124E+12,938973702
-1.00124E+12,1085682115
-1.00124E+12,1195695220
-1.00124E+12,929644067
-1.00124E+12,920760236
-1.00124E+12,659223427
-1.00124E+12,751132990
-1.00124E+12,1433431171
-1.00124E+12,879906879
-1.00124E+12,1077956156
-1.00124E+12,439653933
-1.00124E+12,1768473449
-1.00124E+12,352633011
-1.00124E+12,1385466749
-1.00124E+12,430418183
-1.00124E+12,771283165
-1.00124E+12,1616957816
-1.00124E+12,480372860
-1.00124E+12,667722325
-1.00124E+12,492890592
-1.00124E+12,696044444
-1.00124E+12,2106288160
-1.00124E+12,1108227028
-1.00124E+12,692976310
-1.00124E+12,443094033
-1.00124E+12,1742525648
-1.00124E+12,328577333
-1.00124E+12,1070309980
-1.00124E+12,925107009
-1.00124E+12,1027741901
-1.00124E+12,2078447674
-1.00124E+12,841298503
-1.00124E+12,884669116
-1.00124E+12,856608888
-1.00124E+12,5079853228
-1.00124E+12,5084322433
-1.00124E+12,580454945
-1.00124E+12,434691595
-1.00124E+12,2090226150
-1.00124E+12,595104114
-1.00124E+12,937664071
-1.00124E+12,444766302
-1.00124E+12,1318081049
-1.00124E+12,1871742289
-1.00124E+12,757720557
-1.00124E+12,2055579036
-1.00124E+12,567628683
-1.00124E+12,5053264993
-1.00124E+12,1648970173
-1.00124E+12,1509799185
-1.00124E+12,5088638945
-1.00124E+12,342612992
-1.00124E+12,976580737
-1.00124E+12,5059202624
-1.00124E+12,450600479
-1.00124E+12,1462312332
-1.00124E+12,1041582122
-1.00124E+12,5053717413
-1.00124E+12,1427069838
-1.00124E+12,479638202
-1.00124E+12,502479475
-1.00124E+12,408868560
-1.00124E+12,876312566
-1.00124E+12,776052974
-1.00124E+12,519696106
-1.00124E+12,1477000082
-1.00124E+12,1350998642
-1.00124E+12,714254461
-1.00124E+12,685067436
-1.00124E+12,1212795612
-1.00124E+12,552857306
-1.00124E+12,458795277
-1.00124E+12,547161078
-1.00124E+12,741248464
-1.00124E+12,5024353846
-1.00124E+12,1925179705
-1.00124E+12,720356745
-1.00124E+12,735775609
-1.00124E+12,372017718
-1.00124E+12,1779775313
-1.00124E+12,1198186995
-1.00124E+12,333052127
-1.00124E+12,1355372657
-1.00124E+12,370739159
-1.00124E+12,658165794
-1.00124E+12,1703398846
-1.00124E+12,1448830824
-1.00124E+12,1864250108
-1.00124E+12,1926680954
-1.00124E+12,560851863
-1.00124E+12,1493214184
-1.00124E+12,751899702
-1.00124E+12,942508844
-1.00124E+12,1928222181
-1.00124E+12,1323029820
-1.00124E+12,760755248
-1.00124E+12,401878710
-1.00124E+12,583320829
-1.00124E+12,334680786
-1.00124E+12,1403042337
-1.00124E+12,1711780269
-1.00124E+12,397247359
-1.00124E+12,335030850
-1.00124E+12,467343450
-1.00124E+12,642289104
-1.00124E+12,1268427274
-1.00124E+12,1695809863
-1.00124E+12,377396935
-1.00124E+12,433096478
-1.00124E+12,1631400923
-1.00124E+12,1097556166
-1.00124E+12,455347192
-1.00124E+12,1661544287
-1.00124E+12,1971636768
-1.00124E+12,382235832
-1.00124E+12,641751432
-1.00124E+12,434683678
-1.00124E+12,956613715
-1.00124E+12,347949685
-1.00124E+12,695090412
-1.00124E+12,946086125
-1.00124E+12,896720173
-1.00124E+12,703606884
-1.00124E+12,2031910164
-1.00124E+12,597122512
-1.00124E+12,238475299
-1.00124E+12,614795722
-1.00124E+12,708920759
-1.00124E+12,643951634
-1.00124E+12,1008474780
-1.00124E+12,1827238383
-1.00124E+12,474178991
-1.00124E+12,1926112730
-1.00124E+12,921898169
-1.00124E+12,911239948
-1.00124E+12,507335830
-1.00124E+12,1300460052
-1.00124E+12,383041332
-1.00124E+12,867873641
-1.00124E+12,5033098845
-1.00124E+12,464393976
-1.00124E+12,733012980
-1.00124E+12,1469494083
-1.00124E+12,1395064177
-1.00124E+12,1323191141
-1.00124E+12,995641764
-1.00124E+12,395562279
-1.00124E+12,444360019
-1.00124E+12,657713414
-1.00124E+12,481101103
-1.00124E+12,550222763
-1.00124E+12,1975790489
-1.00124E+12,656211568
-1.00124E+12,748058323
-1.00124E+12,659518497
-1.00124E+12,618762512
-1.00124E+12,393683080
-1.00124E+12,924167477
-1.00124E+12,1705818745
-1.00124E+12,431987607
-1.00124E+12,305204837
-1.00124E+12,371206338
-1.00124E+12,426294085
-1.00124E+12,957714150
-1.00124E+12,1003156636
-1.00124E+12,828527557
-1.00124E+12,1034672412
-1.00124E+12,694512778
-1.00124E+12,1270885215
-1.00124E+12,867595884
-1.00124E+12,1085578364
-1.00124E+12,1048649058
-1.00124E+12,533377242
-1.00124E+12,682883712
-1.00124E+12,2075639688
-1.00124E+12,412964843
-1.00124E+12,1916349428
-1.00124E+12,1056077373
-1.00124E+12,752628530
-1.00124E+12,1390025341
-1.00124E+12,577986144
-1.00124E+12,730704511
-1.00124E+12,2108432541
-1.00124E+12,1297999977
-1.00124E+12,683794233
-1.00124E+12,2007881877
-1.00124E+12,707858327
-1.00124E+12,1350797191
-1.00124E+12,822794366
-1.00124E+12,302471632
-1.00124E+12,1232285410
-1.00124E+12,1941821827
-1.00124E+12,1046979642
-1.00124E+12,596038428
-1.00124E+12,435700654
-1.00124E+12,720983948
-1.00124E+12,722196244
-1.00124E+12,1754794674
-1.00124E+12,735567570
-1.00124E+12,1660427733
-1.00124E+12,508031184
-1.00124E+12,1320061592
-1.00124E+12,1644269854
-1.00124E+12,455377581
-1.00124E+12,914789554
-1.00124E+12,840330987
-1.00124E+12,638682049
-1.00124E+12,1801731408
-1.00124E+12,359331836
-1.00124E+12,703319513
-1.00124E+12,639997893
-1.00124E+12,1185380601
-1.00124E+12,451023540
-1.00124E+12,582383686
-1.00124E+12,729358612
-1.00124E+12,425575963
-1.00124E+12,823247893
-1.00124E+12,258055884
-1.00124E+12,1684708342
-1.00124E+12,2049779678
-1.00124E+12,447805735
-1.00124E+12,408887358
-1.00124E+12,853671086
-1.00124E+12,1535594166
-1.00124E+12,747158967
-1.00124E+12,499679831
-1.00124E+12,1399877773
-1.00124E+12,937929347
-1.00124E+12,1167427887
-1.00124E+12,1318503754
-1.00124E+12,236315824
-1.00124E+12,449098045
-1.00124E+12,1316062152
-1.00124E+12,1566228462
-1.00124E+12,5063605631
-1.00124E+12,651209918
-1.00124E+12,1631477434
-1.00124E+12,926976751
-1.00124E+12,5046270899
-1.00124E+12,426603714
-1.00124E+12,582769280
-1.00124E+12,391805173
-1.00124E+12,666212722
-1.00124E+12,932976789
-1.00124E+12,1062918035
-1.00124E+12,1308977172
-1.00124E+12,1304667987
-1.00124E+12,783626444
-1.00124E+12,373815045
-1.00124E+12,1562039352
-1.00124E+12,414093697
-1.00124E+12,817637440
-1.00124E+12,389055101
-1.00124E+12,1819787857
-1.00124E+12,868899192
-1.00124E+12,944978361
-1.00124E+12,799032217
-1.00124E+12,479548901
-1.00124E+12,1049201689
-1.00124E+12,1760325351
-1.00124E+12,457547587
-1.00124E+12,530011525
-1.00124E+12,596757889
-1.00124E+12,642455420
-1.00124E+12,834766375
-1.00124E+12,668381420
-1.00124E+12,1616681167
-1.00124E+12,366840479
-1.00124E+12,459799720
-1.00124E+12,410176493
-1.00124E+12,5044074494
-1.00124E+12,445749317
-1.00124E+12,961679375
-1.00124E+12,2015265946
-1.00124E+12,1487797628
-1.00124E+12,1979055470
-1.00124E+12,515336792
-1.00124E+12,467185078
-1.00124E+12,1079794431
-1.00124E+12,623348696
-1.00124E+12,1123624663
-1.00124E+12,460969185
-1.00124E+12,1904889836
-1.00124E+12,449543417
-1.00124E+12,404917605
-1.00124E+12,986940921
-1.00124E+12,954121859
-1.00124E+12,1153620351
-1.00124E+12,5023494865
-1.00124E+12,696003382
-1.00124E+12,1912611785
-1.00124E+12,374657672
-1.00124E+12,886226933
-1.00124E+12,546514033
-1.00124E+12,5014952648
-1.00124E+12,1822135807
-1.00124E+12,5099570179
-1.00124E+12,2058315727
-1.00124E+12,755458160
-1.00124E+12,1895749880
-1.00124E+12,424119335
-1.00124E+12,1912133006
-1.00124E+12,1621745064
-1.00124E+12,430679798
-1.00124E+12,615303778
-1.00124E+12,1434987474
-1.00124E+12,1798426669
-1.00124E+12,1240427857
-1.00124E+12,2106106561
-1.00124E+12,416375127
-1.00124E+12,574613943
-1.00124E+12,1999367368
-1.00124E+12,910134167
-1.00124E+12,455353885
-1.00124E+12,1290622394
-1.00124E+12,801389761
-1.00124E+12,292719357
-1.00124E+12,823308438
-1.00124E+12,1904382910
-1.00124E+12,541304259
-1.00124E+12,2101271712
-1.00124E+12,389198654
-1.00116E+12,612206431
-1.00116E+12,382710853
-1.00116E+12,304307014
-1.00116E+12,630645014
