source,target
-1.00124E+12,771492841
-1.00124E+12,693173566
-1.00124E+12,2061355311
-1.00124E+12,476408006
-1.00124E+12,791704531
-1.00124E+12,363248002
-1.00124E+12,427112575
-1.00124E+12,946507733
-1.00124E+12,458964744
-1.00124E+12,5186641314
-1.00124E+12,5365524589
-1.00124E+12,533036550
-1.00124E+12,5207060075
-1.00124E+12,664508797
-1.00124E+12,767076104
-1.00124E+12,1721918634
-1.00124E+12,609000485
-1.00124E+12,457394708
-1.00124E+12,561293312
-1.00124E+12,1327253358
-1.00124E+12,732888978
-1.00124E+12,1262845336
-1.00124E+12,468619074
-1.00124E+12,5294048518
-1.00124E+12,468988710
-1.00124E+12,350128612
-1.00124E+12,5193670044
-1.00124E+12,334420665
-1.00124E+12,647324130
-1.00124E+12,786216528
-1.00124E+12,5013461121
-1.00124E+12,5356861083
-1.00124E+12,930843883
-1.00124E+12,431901915
-1.00124E+12,547707294
-1.00124E+12,1006185546
-1.00124E+12,735289123
-1.00124E+12,882265405
-1.00124E+12,5132364629
-1.00124E+12,1721257046
-1.00124E+12,1271514178
-1.00124E+12,1672120212
-1.00124E+12,321762306
-1.00124E+12,520341248
-1.00124E+12,665749650
-1.00124E+12,5170117999
-1.00124E+12,431348315
-1.00124E+12,642567038
-1.00124E+12,5395892747
-1.00124E+12,361536008
-1.00124E+12,2067094546
-1.00124E+12,643472668
-1.00124E+12,451569779
-1.00124E+12,462227118
-1.00124E+12,5355804345
-1.00124E+12,291687253
-1.00124E+12,612904549
-1.00124E+12,5129209358
-1.00124E+12,5017835722
-1.00124E+12,303651659
-1.00124E+12,927029531
-1.00124E+12,963655402
-1.00124E+12,1636066040
-1.00124E+12,1107669674
-1.00124E+12,857222123
-1.00124E+12,439945745
-1.00124E+12,977848553
-1.00124E+12,373326988
-1.00124E+12,950737336
-1.00124E+12,669678495
-1.00124E+12,662158219
-1.00124E+12,1171514209
-1.00124E+12,678828389
-1.00124E+12,1395332350
-1.00124E+12,377299326
-1.00124E+12,556404990
-1.00124E+12,5251534625
-1.00124E+12,2128137313
-1.00124E+12,1669046374
-1.00124E+12,5120245719
-1.00124E+12,620285066
-1.00124E+12,359982848
-1.00124E+12,382479583
-1.00124E+12,875402103
-1.00124E+12,352372877
-1.00124E+12,620985687
-1.00124E+12,833506579
-1.00124E+12,1637544429
-1.00124E+12,679897964
-1.00124E+12,420641483
-1.00124E+12,1054236918
-1.00124E+12,388982646
-1.00124E+12,1607736264
-1.00124E+12,474854161
-1.00124E+12,889485986
-1.00124E+12,5255636435
-1.00124E+12,674522540
-1.00124E+12,1403160622
-1.00124E+12,765083093
-1.00124E+12,433799162
-1.00124E+12,1763901598
-1.00124E+12,829221519
-1.00124E+12,946442408
-1.00124E+12,5172322039
-1.00124E+12,5230897549
-1.00124E+12,1907883386
-1.00124E+12,2060852093
-1.00124E+12,2047753903
-1.00124E+12,358497475
-1.00124E+12,635019880
-1.00124E+12,869166891
-1.00124E+12,5097420399
-1.00124E+12,449936148
-1.00124E+12,2062798968
-1.00124E+12,1210948280
-1.00124E+12,365955850
-1.00124E+12,805973147
-1.00124E+12,679076837
-1.00124E+12,5176732125
-1.00124E+12,443181604
-1.00124E+12,1148917322
-1.00124E+12,502866244
-1.00124E+12,5302344113
-1.00124E+12,834431592
-1.00124E+12,429280619
-1.00124E+12,706860251
-1.00124E+12,354915466
-1.00124E+12,1298177649
-1.00124E+12,501000529
-1.00124E+12,5328779236
-1.00124E+12,840659158
-1.00124E+12,1331110052
-1.00124E+12,768884264
-1.00124E+12,358038540
-1.00124E+12,587943992
-1.00124E+12,1682290665
-1.00124E+12,700553856
-1.00124E+12,1403135220
-1.00124E+12,732220279
-1.00124E+12,391894737
-1.00124E+12,730596870
-1.00124E+12,377651050
-1.00124E+12,1346063778
-1.00124E+12,826674822
-1.00124E+12,409822126
-1.00124E+12,5191650296
-1.00124E+12,5086081504
-1.00124E+12,449460173
-1.00124E+12,674133324
-1.00124E+12,635376137
-1.00124E+12,1859555865
-1.00124E+12,740338003
-1.00124E+12,446962843
-1.00124E+12,1950380571
-1.00124E+12,439653319
-1.00124E+12,822017708
-1.00124E+12,1932688364
-1.00124E+12,2085538469
-1.00124E+12,1889087987
-1.00124E+12,1626477736
-1.00124E+12,836894093
-1.00124E+12,5093743842
-1.00124E+12,5312734496
-1.00124E+12,1839733133
-1.00124E+12,998835237
-1.00124E+12,2124811617
-1.00124E+12,1458271444
-1.00124E+12,866862575
-1.00124E+12,1341610613
-1.00124E+12,791360252
-1.00124E+12,5314913353
-1.00124E+12,1065928679
-1.00124E+12,5084180345
-1.00124E+12,1257509879
-1.00124E+12,5059341030
-1.00124E+12,920817483
-1.00124E+12,1392591495
-1.00124E+12,434772812
-1.00124E+12,333315148
-1.00124E+12,1229862345
-1.00124E+12,373839435
-1.00124E+12,748178398
-1.00124E+12,402985916
-1.00124E+12,5383893371
-1.00124E+12,326315216
-1.00124E+12,5023797854
-1.00124E+12,5309142856
-1.00124E+12,5155732245
-1.00124E+12,1767311930
-1.00124E+12,382917312
-1.00124E+12,630737032
-1.00124E+12,1691649125
-1.00124E+12,5315706709
-1.00124E+12,476792275
-1.00124E+12,1259455564
-1.00124E+12,5011983566
-1.00124E+12,1467594348
-1.00124E+12,1496021159
-1.00124E+12,366914518
-1.00124E+12,971510183
-1.00124E+12,920802069
-1.00124E+12,601198570
-1.00124E+12,480801776
-1.00124E+12,884970209
-1.00124E+12,5322489117
-1.00124E+12,300809593
-1.00124E+12,5216896152
-1.00124E+12,1285526556
-1.00124E+12,602662756
-1.00124E+12,642575188
-1.00124E+12,560063963
-1.00124E+12,1767926567
-1.00124E+12,496996186
-1.00124E+12,391066449
-1.00124E+12,1899878149
-1.00124E+12,932631951
-1.00124E+12,481227293
-1.00124E+12,638443201
-1.00124E+12,5383988138
-1.00124E+12,1963667178
-1.00124E+12,343404454
-1.00124E+12,1322477015
-1.00124E+12,370067924
-1.00124E+12,1113732458
-1.00124E+12,375911073
-1.00124E+12,308650123
-1.00124E+12,253653434
-1.00124E+12,432940300
-1.00124E+12,5212728320
-1.00124E+12,1301455619
-1.00124E+12,2041538683
-1.00124E+12,1773754303
-1.00124E+12,923053497
-1.00124E+12,385011565
-1.00124E+12,2005388960
-1.00124E+12,667782462
-1.00124E+12,922140407
-1.00124E+12,5313531387
-1.00124E+12,785633473
-1.00124E+12,573159685
-1.00124E+12,1050394744
-1.00124E+12,1131626847
-1.00124E+12,657083716
-1.00124E+12,447156433
-1.00124E+12,248664396
-1.00124E+12,546752069
-1.00124E+12,867466072
-1.00124E+12,5089177755
-1.00124E+12,840210064
-1.00124E+12,1125962887
-1.00124E+12,2114167190
-1.00124E+12,765016846
-1.00124E+12,1038734729
-1.00124E+12,351682838
-1.00124E+12,838322851
-1.00124E+12,5092677569
-1.00124E+12,5158194335
-1.00124E+12,401219688
-1.00124E+12,404633987
-1.00124E+12,5224198343
-1.00124E+12,358120097
-1.00124E+12,350638080
-1.00124E+12,1340781248
-1.00124E+12,5118375335
-1.00124E+12,262592518
-1.00124E+12,688465213
-1.00124E+12,880710186
-1.00124E+12,1646364207
-1.00124E+12,536311735
-1.00124E+12,5289826962
-1.00124E+12,1296146055
-1.00124E+12,451669870
-1.00124E+12,451664691
-1.00124E+12,2108729132
-1.00124E+12,979522323
-1.00124E+12,1456816368
-1.00124E+12,1654297363
-1.00124E+12,293060938
-1.00124E+12,479801376
-1.00124E+12,368311302
-1.00124E+12,1453069005
-1.00124E+12,686697948
-1.00124E+12,917945843
-1.00124E+12,5264094143
-1.00124E+12,1067770424
-1.00124E+12,405216433
-1.00124E+12,1556847928
-1.00124E+12,1773499605
-1.00124E+12,5398434258
-1.00124E+12,322448638
-1.00124E+12,621739930
-1.00124E+12,893616752
-1.00124E+12,2028473226
-1.00124E+12,495283693
-1.00124E+12,562855060
-1.00124E+12,462510919
-1.00124E+12,1047494222
-1.00124E+12,5213478601
-1.00124E+12,401093531
-1.00124E+12,616228013
-1.00124E+12,698835739
-1.00124E+12,1985956743
-1.00124E+12,1265682096
-1.00124E+12,5057491838
-1.00124E+12,336830832
-1.00124E+12,378626505
-1.00124E+12,993918061
-1.00124E+12,820322114
-1.00124E+12,417143457
-1.00124E+12,312993165
-1.00124E+12,382989350
-1.00124E+12,779712263
-1.00124E+12,1382107392
-1.00124E+12,1854735571
-1.00124E+12,5040062167
-1.00124E+12,5383474931
-1.00124E+12,431142932
-1.00124E+12,561280082
-1.00124E+12,609738903
-1.00124E+12,669612917
-1.00124E+12,698630702
-1.00124E+12,752636021
-1.00124E+12,931802493
-1.00124E+12,1145711290
-1.00124E+12,1394354462
-1.00124E+12,1901133594
-1.00124E+12,1947065989
-1.00124E+12,5239182663
-1.00124E+12,5314492821
-1.00124E+12,5335569911
-1.00124E+12,368952662
-1.00124E+12,444514056
-1.00124E+12,908961454
-1.00124E+12,5314767575
-1.00124E+12,219851696
-1.00124E+12,1726125087
-1.00124E+12,335562248
-1.00124E+12,5284917675
-1.00124E+12,468771068
-1.00124E+12,1047283148
-1.00124E+12,5375980326
-1.00124E+12,1430398039
-1.00124E+12,337975724
-1.00124E+12,1362203715
-1.00124E+12,1783239063
-1.00124E+12,786057971
-1.00124E+12,875151879
-1.00124E+12,5239546838
-1.00124E+12,542615384
-1.00124E+12,1676675340
-1.00124E+12,736354937
-1.00124E+12,1198166737
-1.00124E+12,1348528069
-1.00124E+12,1492249291
-1.00124E+12,5263607501
-1.00124E+12,5313303280
-1.00124E+12,1609200812
-1.00124E+12,817427360
-1.00124E+12,490671929
-1.00124E+12,403658428
-1.00124E+12,376751771
-1.00124E+12,305787232
-1.00124E+12,437201990
-1.00124E+12,5363065669
-1.00124E+12,2002231468
-1.00124E+12,5228638615
-1.00124E+12,5394879083
-1.00124E+12,1906484211
-1.00124E+12,5375976410
-1.00124E+12,846757697
-1.00124E+12,5328563785
-1.00124E+12,387588029
-1.00124E+12,853988037
-1.00124E+12,396782016
-1.00124E+12,559789651
